"Date","Price","Open","High","Low","Change %"
"Apr 29, 2019","11.5299","11.6702","11.6834","11.4990","-1.29%"
"Apr 26, 2019","11.6800","11.5911","11.6916","11.5701","0.77%"
"Apr 25, 2019","11.5911","11.5801","11.6553","11.5218","0.10%"
"Apr 24, 2019","11.5792","11.4710","11.6068","11.4219","0.95%"
"Apr 23, 2019","11.4701","11.5599","11.5984","11.3726","-0.78%"
"Apr 22, 2019","11.5599","11.5083","11.6213","11.5026","0.47%"
"Apr 19, 2019","11.5061","11.5475","11.5622","11.4910","-0.36%"
"Apr 18, 2019","11.5475","11.4944","11.5702","11.4343","0.43%"
"Apr 17, 2019","11.4983","11.4986","11.6000","11.4392","-0.01%"
"Apr 16, 2019","11.4990","11.4505","11.5253","11.3799","0.40%"
"Apr 15, 2019","11.4527","11.4523","11.4961","11.3128","0.06%"
"Apr 12, 2019","11.4457","11.4649","11.5534","11.4215","-0.21%"
"Apr 11, 2019","11.4698","11.6346","11.6804","11.4033","-1.42%"
"Apr 10, 2019","11.6355","11.6601","11.6926","11.5879","-0.14%"
"Apr 09, 2019","11.6517","11.6646","11.7517","11.6189","-0.11%"
"Apr 08, 2019","11.6651","11.5871","11.7397","11.5615","0.72%"
"Apr 05, 2019","11.5820","11.5774","11.6939","11.5135","0.04%"
"Apr 04, 2019","11.5779","11.5003","11.6272","11.3561","0.68%"
"Apr 03, 2019","11.4994","11.5002","11.5823","11.4164","-0.03%"
"Apr 02, 2019","11.5033","11.5342","11.6026","11.4535","-0.28%"
"Apr 01, 2019","11.5351","11.6165","11.6679","11.4729","-0.73%"
"Mar 29, 2019","11.6205","11.5072","11.6897","11.4406","1.01%"
"Mar 28, 2019","11.5042","11.5892","11.6529","11.4597","-0.73%"
"Mar 27, 2019","11.5884","11.6861","11.7510","11.5027","-0.83%"
"Mar 26, 2019","11.6853","11.7649","11.8023","11.6364","-0.61%"
"Mar 25, 2019","11.7574","11.6792","11.8394","11.6520","0.70%"
"Mar 22, 2019","11.6753","11.7990","11.8820","11.6304","-1.05%"
"Mar 21, 2019","11.7994","11.7346","11.9125","11.7044","0.56%"
"Mar 20, 2019","11.7338","11.5893","11.7751","11.5302","1.25%"
"Mar 19, 2019","11.5893","11.5793","11.6768","11.5272","0.09%"
"Mar 18, 2019","11.5784","11.5053","11.6784","11.4460","0.69%"
"Mar 15, 2019","11.4993","11.4718","11.6489","11.4431","0.24%"
"Mar 14, 2019","11.4714","11.5722","11.6561","11.4069","-0.88%"
"Mar 13, 2019","11.5735","11.8061","11.8535","11.5491","-1.98%"
"Mar 12, 2019","11.8069","11.6348","11.8720","11.5286","1.49%"
"Mar 11, 2019","11.6334","11.7760","11.8478","11.5795","-1.22%"
"Mar 08, 2019","11.7765","11.4791","11.8287","11.4549","2.59%"
"Mar 07, 2019","11.4791","11.4541","11.5271","11.4014","0.22%"
"Mar 06, 2019","11.4541","11.4788","11.5590","11.4206","-0.23%"
"Mar 05, 2019","11.4801","11.4556","11.5702","11.4143","0.30%"
"Mar 04, 2019","11.4455","11.4921","11.5665","11.4037","-0.66%"
"Mar 01, 2019","11.5212","11.7516","11.8105","11.4597","-1.95%"
"Feb 28, 2019","11.7507","11.8407","11.9151","11.7258","-0.77%"
"Feb 27, 2019","11.8416","12.0287","12.0451","11.7857","-1.55%"
"Feb 26, 2019","12.0278","12.1434","12.1500","11.9314","-0.89%"
"Feb 25, 2019","12.1360","12.1761","12.2577","12.0990","-0.49%"
"Feb 22, 2019","12.1952","12.1150","12.2654","12.0994","0.71%"
"Feb 21, 2019","12.1090","12.3041","12.3581","12.0986","-1.59%"
"Feb 20, 2019","12.3045","12.2416","12.4003","12.2115","0.53%"
"Feb 19, 2019","12.2397","12.2345","12.2982","12.1778","0.05%"
"Feb 18, 2019","12.2331","12.2387","12.2956","12.1801","-0.06%"
"Feb 15, 2019","12.2401","12.2013","12.2823","12.1143","0.40%"
"Feb 14, 2019","12.1917","12.1209","12.2364","12.0766","0.58%"
"Feb 13, 2019","12.1209","12.1616","12.2757","12.0751","-0.34%"
"Feb 12, 2019","12.1626","12.2210","12.3362","12.1395","-0.54%"
"Feb 11, 2019","12.2290","12.2226","12.2625","12.1451","0.04%"
"Feb 08, 2019","12.2235","12.1493","12.2693","12.0809","0.60%"
"Feb 07, 2019","12.1503","12.1185","12.2367","12.0573","0.27%"
"Feb 06, 2019","12.1180","12.2414","12.2674","12.0776","-1.05%"
"Feb 05, 2019","12.2466","12.1717","12.2942","12.1342","0.63%"
"Feb 04, 2019","12.1702","12.1613","12.2163","11.9960","0.04%"
"Feb 01, 2019","12.1659","12.2563","12.3111","12.1307","-0.74%"
"Jan 31, 2019","12.2563","12.2477","12.3617","12.1706","0.08%"
"Jan 30, 2019","12.2472","12.1170","12.2789","12.0821","1.06%"
"Jan 29, 2019","12.1188","11.9569","12.1416","11.9399","1.33%"
"Jan 28, 2019","11.9596","11.9349","12.0055","11.8394","0.25%"
"Jan 25, 2019","11.9300","11.7253","11.9482","11.6542","1.75%"
"Jan 24, 2019","11.7243","11.7592","11.7986","11.6812","-0.29%"
"Jan 23, 2019","11.7579","11.8266","11.9256","11.6738","-0.59%"
"Jan 22, 2019","11.8279","11.8460","11.9261","11.7563","-0.14%"
"Jan 21, 2019","11.8441","11.9110","11.9674","11.7837","-0.62%"
"Jan 18, 2019","11.9185","11.9579","12.0204","11.8607","-0.32%"
"Jan 17, 2019","11.9571","12.1144","12.1425","11.9165","-1.32%"
"Jan 16, 2019","12.1167","12.1134","12.1823","12.0203","0.02%"
"Jan 15, 2019","12.1143","12.1714","12.3110","12.0638","-0.45%"
"Jan 14, 2019","12.1691","12.1432","12.2066","12.0539","0.23%"
"Jan 11, 2019","12.1408","12.2007","12.3801","12.1192","-0.56%"
"Jan 10, 2019","12.2088","12.3112","12.3851","12.1833","-0.84%"
"Jan 09, 2019","12.3121","12.3181","12.3684","12.2162","-0.03%"
"Jan 08, 2019","12.3157","12.2484","12.3545","12.1314","0.55%"
"Jan 07, 2019","12.2484","12.3284","12.4348","12.2167","-0.66%"
"Jan 04, 2019","12.3303","12.4593","12.5740","12.2596","-1.05%"
"Jan 03, 2019","12.4614","12.3205","12.5079","12.3152","1.18%"
"Jan 02, 2019","12.3161","12.1579","12.4234","12.0205","1.38%"
"Jan 01, 2019","12.1483","12.1392","12.1741","12.1359","0.06%"
