"Date","Price","Open","High","Low","Change %"
"Aug 02, 2019","16.220","16.320","16.364","16.035","-0.70%"
"Aug 01, 2019","16.335","16.255","16.394","15.908","0.43%"
"Jul 31, 2019","16.265","16.560","16.588","16.193","-1.93%"
"Jul 30, 2019","16.585","16.475","16.645","16.389","0.73%"
"Jul 29, 2019","16.465","16.404","16.494","16.323","0.41%"
"Jul 26, 2019","16.397","16.430","16.536","16.322","-0.08%"
"Jul 25, 2019","16.410","16.585","16.672","16.318","-1.11%"
"Jul 24, 2019","16.595","16.400","16.656","16.330","1.16%"
"Jul 23, 2019","16.405","16.365","16.552","16.165","0.24%"
"Jul 22, 2019","16.365","16.245","16.448","16.161","0.93%"
"Jul 19, 2019","16.215","16.340","16.605","16.060","-0.80%"
"Jul 18, 2019","16.345","15.985","16.372","15.916","2.32%"
"Jul 17, 2019","15.975","15.565","16.013","15.516","2.63%"
"Jul 16, 2019","15.565","15.395","15.721","15.295","1.17%"
"Jul 15, 2019","15.385","15.230","15.425","15.151","1.02%"
"Jul 12, 2019","15.230","15.105","15.278","15.036","0.69%"
"Jul 11, 2019","15.125","15.245","15.341","15.089","-0.79%"
"Jul 10, 2019","15.245","15.110","15.304","15.025","0.89%"
"Jul 09, 2019","15.110","15.030","15.153","14.933","0.50%"
"Jul 08, 2019","15.035","15.009","15.144","14.946","0.27%"
"Jul 05, 2019","14.995","15.280","15.344","14.878","-1.90%"
"Jul 04, 2019","15.285","15.328","15.352","15.206","-0.13%"
"Jul 03, 2019","15.305","15.320","15.460","15.187","-0.07%"
"Jul 02, 2019","15.315","15.140","15.333","15.029","1.12%"
"Jul 01, 2019","15.145","15.335","15.340","15.106","-1.13%"
"Jun 28, 2019","15.318","15.245","15.353","15.194","0.34%"
"Jun 27, 2019","15.265","15.285","15.317","15.151","0.03%"
"Jun 26, 2019","15.260","15.361","15.383","15.164","-0.75%"
"Jun 25, 2019","15.375","15.435","15.535","15.272","-0.42%"
"Jun 24, 2019","15.440","15.364","15.496","15.277","0.51%"
"Jun 21, 2019","15.361","15.445","15.575","15.155","-0.41%"
"Jun 20, 2019","15.425","15.170","15.534","15.117","1.71%"
"Jun 19, 2019","15.165","15.005","15.184","14.903","1.00%"
"Jun 18, 2019","15.015","14.845","15.101","14.808","1.15%"
"Jun 17, 2019","14.845","14.870","14.926","14.759","-0.24%"
"Jun 14, 2019","14.880","14.925","15.142","14.778","-0.47%"
"Jun 13, 2019","14.950","14.785","14.995","14.719","1.20%"
"Jun 12, 2019","14.773","14.745","14.902","14.714","0.25%"
"Jun 11, 2019","14.735","14.705","14.822","14.634","0.27%"
